inv_number,customer_id,InvoiceDate,Stockcodenew,Description,new_quantity,UnitPrice,TotalPrice
536592,NULL,06:00.0,22566,FELTCRAFT HAIRBAND PINK AND PURPLE,1,1.66,1.66
536592,NULL,06:00.0,22589,CARDHOLDER GINGHAM STAR,2,5.06,10.12
536592,NULL,06:00.0,22664,TOY TIDY DOLLY GIRL DESIGN,3,4.21,12.63
536592,NULL,06:00.0,22673,FRENCH GARDEN SIGN BLUE METAL,1,2.51,2.51
536592,NULL,06:00.0,22678,FRENCH BLUE METAL DOOR SIGN 3,1,2.51,2.51
536592,NULL,06:00.0,22726,ALARM CLOCK BAKELIKE GREEN,2,7.62,15.24
536592,NULL,06:00.0,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,7,3.36,23.52
536592,NULL,06:00.0,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,2,7.62,15.24
536592,NULL,06:00.0,22794,SWEETHEART WIRE MAGAZINE RACK,1,16.13,16.13
536592,NULL,06:00.0,22814,CARD PARTY GAMES,5,0.85,4.25
536592,NULL,06:00.0,22837,HOT WATER BOTTLE BABUSHKA,3,9.32,27.96
536592,NULL,06:00.0,22890,NOVELTY BISCUITS CAKE STAND 3 TIER,1,20.38,20.38
536592,NULL,06:00.0,22900,SET 2 TEA TOWELS I LOVE LONDON,1,5.91,5.91
536592,NULL,06:00.0,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,7,1.66,11.62
536592,NULL,06:00.0,22920,HERB MARKER BASIL,1,1.66,1.66
536592,NULL,06:00.0,22976,CIRCUS PARADE CHILDRENS EGG CUP,2,2.51,5.02
536592,NULL,06:00.0,22988,SOLDIERS EGG CUP,7,2.51,17.57
536592,NULL,06:00.0,35471,SET OF 3 BIRD LIGHT PINK FEATHER,1,2.51,2.51
536592,NULL,06:00.0,47563,RETRO LONGBOARD IRONING BOARD COVER,1,5.91,5.91
536592,NULL,06:00.0,47590,BLUE HAPPY BIRTHDAY BUNTING,1,11.02,11.02
536592,NULL,06:00.0,47594,CAROUSEL DESIGN WASHBAG,1,4.21,4.21
536592,NULL,06:00.0,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,1,6.77,6.77
536592,NULL,06:00.0,79067,CORONA MEXICAN TRAY,1,8.47,8.47
536592,NULL,06:00.0,82613,METAL SIGN CUPCAKE SINGLE HOOK,3,2.51,7.53
536592,NULL,06:00.0,84086,PINK/PURPLE RETRO RADIO,1,4.21,4.21
536592,NULL,06:00.0,84510,SET OF 4 ENGLISH ROSE COASTERS,2,2.51,5.02
536592,NULL,06:00.0,84658,WHITE STITCHED CUSHION COVER,3,6.95,20.85
536592,NULL,06:00.0,84832,ZINC WILLIE WINKIE  CANDLE STICK,1,1.66,1.66
536592,NULL,06:00.0,84950,ASSORTED COLOUR T-LIGHT HOLDER,18,0.99,17.82
536592,NULL,06:00.0,85017,ENVELOPE 50 ROMANTIC IMAGES,1,0.85,0.85
536592,NULL,06:00.0,85212,MINI PAINTED GARDEN DECORATION,4,1.66,6.64
536592,NULL,06:00.0,90077,BLACK DIAMOND CLUSTER EARRINGS,1,2.96,2.96
536593,16835,15:00.0,21524,DOORMAT SPOTTY HOME SWEET HOME,2,7.95,15.9
536595,13576,24:00.0,22524,CHILDRENS GARDEN GLOVES BLUE,1,1.25,1.25
536597,18011,35:00.0,20726,LUNCH BAG WOODLAND,1,1.65,1.65
536597,18011,35:00.0,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,1,0.85,0.85
536597,18011,35:00.0,72803,ROSE SCENT CANDLE JEWELLED DRAWER,1,4.25,4.25
536600,17850,32:00.0,82486,WOOD S/3 CABINET ANT WHITE FINISH,2,6.95,13.9
536600,17850,32:00.0,84029,KNITTED UNION FLAG HOT WATER BOTTLE,6,3.39,20.34
536602,17850,34:00.0,84029,KNITTED UNION FLAG HOT WATER BOTTLE,6,3.39,20.34
536604,14741,43:00.0,22457,NATURAL SLATE HEART CHALKBOARD,6,2.95,17.7
536604,14741,43:00.0,85231,CINAMMON SET OF 9 T-LIGHTS,12,0.85,10.2
536605,13715,52:00.0,20963,APPLE BATH SPONGE,10,1.25,12.5
536605,13715,52:00.0,21172,PARTY METAL SIGN,12,1.45,17.4
536607,17732,29:00.0,21733,RED HANGING HEART T-LIGHT HOLDER,6,2.95,17.7
536607,17732,29:00.0,22804,CANDLEHOLDER PINK HANGING HEART,6,2.95,17.7
536609,17850,41:00.0,21068,VINTAGE BILLBOARD LOVE/HATE MUG,6,1.06,6.36
536609,17850,41:00.0,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2.1,12.6
536609,17850,41:00.0,82483,WOOD 2 DRAWER CABINET WHITE FINISH,4,4.95,19.8
536610,17850,42:00.0,22632,HAND WARMER RED POLKA DOT,6,1.85,11.1
536611,15752,43:00.0,22549,PICTURE DOMINOES,12,1.45,17.4
536611,15752,43:00.0,22632,HAND WARMER RED RETROSPOT,24,2.1,50.4
536611,15752,43:00.0,84031,CHARLIE+LOLA RED HOT WATER BOTTLE,3,4.65,13.95
536612,17850,44:00.0,21068,VINTAGE BILLBOARD LOVE/HATE MUG,6,1.06,6.36
536612,17850,44:00.0,37370,RETRO COFFEE MUGS ASSORTED,6,1.06,6.36
536615,14047,09:00.0,21754,HOME BUILDING BLOCK WORD,3,5.95,17.85
536615,14047,09:00.0,84792,ENCHANTED BIRD COATHANGER 5 HOOK,8,4.65,37.2
536617,13941,17:00.0,20893,HANGING BAUBLE T-LIGHT HOLDER SMALL,108,2.1,226.8
536618,17017,17:00.0,22440,BALLOON WATER BOMB PACK OF 35,40,0.42,16.8
536618,17017,17:00.0,22952,60 CAKE CASES VINTAGE CHRISTMAS,48,0.55,26.4
536620,14135,27:00.0,22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,6,2.95,17.7
536620,14135,27:00.0,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,3,4.95,14.85
536623,15601,39:00.0,21069,VINTAGE BILLBOARD TEA MUG,12,1.25,15
536623,15601,39:00.0,21669,BLUE STRIPE CERAMIC DRAWER KNOB,12,1.25,15
536623,15601,39:00.0,21670,BLUE SPOT CERAMIC DRAWER KNOB,12,1.25,15
536623,15601,39:00.0,22431,WATERING CAN BLUE ELEPHANT,6,1.95,11.7
536623,15601,39:00.0,22972,CHILDREN'S SPACEBOY MUG,12,1.65,19.8
536623,15601,39:00.0,82483,WOOD 2 DRAWER CABINET WHITE FINISH,4,5.95,23.8
536624,13418,45:00.0,21914,BLUE HARMONICA IN BOX,12,1.25,15
536627,15658,53:00.0,22778,GLASS BELL JAR SMALL,4,3.95,15.8
536631,17850,58:00.0,22632,HAND WARMER RED POLKA DOT,6,1.85,11.1
536632,14388,02:00.0,21479,WHITE SKULL HOT WATER BOTTLE,4,3.75,15
536632,14388,02:00.0,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,10,1.65,16.5
536632,14388,02:00.0,22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,12,0.85,10.2
536632,14388,02:00.0,22961,JAM MAKING SET PRINTED,12,1.45,17.4
536633,14901,20:00.0,22301,COFFEE MUG CAT + BIRD DESIGN,1,2.55,2.55
536634,18041,21:00.0,20727,LUNCH BAG  BLACK SKULL.,20,1.65,33
536634,18041,21:00.0,21967,PACK OF 12 SKULL TISSUES,12,0.29,3.48
536637,18041,35:00.0,20878,SET/9 CHRISTMAS T-LIGHTS SCENTED,1,1.25,1.25
536637,18041,35:00.0,21914,BLUE HARMONICA IN BOX,1,1.25,1.25
536637,18041,35:00.0,22130,PARTY CONE CHRISTMAS DECORATION,12,0.85,10.2
536637,18041,35:00.0,22560,TRADITIONAL MODELLING CLAY,3,1.25,3.75
536637,18041,35:00.0,22654,DELUXE SEWING KIT,1,5.95,5.95
536637,18041,35:00.0,22755,SMALL PURPLE BABUSHKA NOTEBOOK,1,0.85,0.85
536637,18041,35:00.0,22866,HAND WARMER SCOTTY DOG DESIGN,1,2.1,2.1
536637,18041,35:00.0,22911,PAPER CHAIN KIT LONDON,1,2.95,2.95
536637,18041,35:00.0,22921,HERB MARKER CHIVES,2,0.65,1.3
536637,18041,35:00.0,22945,CHRISTMAS METAL TAGS ASSORTED,12,0.85,10.2
536637,18041,35:00.0,47471,RAINBOW PEGS PHOTO CLIP STRING,1,0.65,0.65
536638,16244,41:00.0,20750,RED RETROSPOT MINI CASES,2,7.95,15.9
536638,16244,41:00.0,21041,RED RETROSPOT OVEN GLOVE DOUBLE,6,2.95,17.7
536638,16244,41:00.0,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,9,2.55,22.95
536638,16244,41:00.0,21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,12,1.69,20.28
536638,16244,41:00.0,22188,BLACK HEART CARD HOLDER,4,3.95,15.8
536638,16244,41:00.0,22284,HEN HOUSE DECORATION,12,1.65,19.8
536638,16244,41:00.0,22285,"DECORATION HEN ON NEST, HANGING",12,1.65,19.8
536638,16244,41:00.0,47590,PINK HAPPY BIRTHDAY BUNTING,3,5.45,16.35
536638,16244,41:00.0,47599,BLUE PARTY BAGS,6,2.1,12.6
536638,16244,41:00.0,85216,ASSORTED CAKES FRIDGE MAGNETS,12,0.65,7.8
536639,15111,45:00.0,22637,PIGGY BANK RETROSPOT,6,2.55,15.3
536643,14390,57:00.0,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,1,3.75,3.75
536643,14390,57:00.0,21870,I CAN ONLY PLEASE ONE PERSON MUG,1,1.25,1.25
536643,14390,57:00.0,22112,CHOCOLATE HOT WATER BOTTLE,6,4.95,29.7
536643,14390,57:00.0,22662,LUNCH BAG DOLLY GIRL DESIGN,2,1.65,3.3
536663,16546,07:00.0,22633,HAND WARMER UNION JACK,24,2.1,50.4
536667,15260,09:00.0,22086,PAPER CHAIN KIT 50'S CHRISTMAS,12,2.95,35.4
536667,15260,09:00.0,22595,CHRISTMAS GINGHAM HEART,12,0.85,10.2
536670,15260,09:00.0,22469,HEART OF WICKER SMALL,40,1.45,58
536673,14060,11:00.0,21803,CHRISTMAS TREE STAR DECORATION,36,0.42,15.12
536681,17287,22:00.0,22633,HAND WARMER UNION JACK,2,2.1,4.2
536685,17850,23:00.0,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,4.25,25.5
536685,17850,23:00.0,82483,WOOD 2 DRAWER CABINET WHITE FINISH,4,4.95,19.8
536688,17850,24:00.0,22632,HAND WARMER RED POLKA DOT,6,1.85,11.1
536690,17850,25:00.0,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,4.25,25.5
536690,17850,25:00.0,21871,SAVE THE PLANET MUG,6,1.06,6.36
536698,15363,28:00.0,22669,RED BABY BUNTING,5,2.95,14.75
536698,15363,28:00.0,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,6,4.95,29.7
536698,15363,28:00.0,85135,BLUE DRAGONFLY HELICOPTER,2,7.95,15.9
536732,15544,47:00.0,21080,SET/20 RED RETROSPOT PAPER NAPKINS,12,0.85,10.2
536733,15738,50:00.0,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,6,2.95,17.7
536738,15827,06:00.0,21217,RED RETROSPOT ROUND CAKE TINS,1,9.95,9.95
536738,15827,06:00.0,22841,ROUND CAKE TIN VINTAGE GREEN,2,7.95,15.9
536739,14180,08:00.0,22120,WELCOME  WOODEN BLOCK LETTERS,3,9.95,29.85
536740,15827,08:00.0,22961,JAM MAKING SET PRINTED,12,1.45,17.4
536740,15827,08:00.0,22966,GINGERBREAD MAN COOKIE CUTTER,12,1.25,15
536741,13117,11:00.0,72133,COLUMBIAN CANDLE RECTANGLE,6,1.25,7.5
536741,13117,11:00.0,84879,ASSORTED COLOUR BIRD ORNAMENT,8,1.69,13.52
536742,16916,14:00.0,20978,36 PENCILS TUBE SKULLS,1,1.25,1.25
536742,16916,14:00.0,21504,SKULLS GREETING CARD,12,0.42,5.04
536742,16916,14:00.0,22311,OFFICE MUG WARMER BLACK+SILVER,1,2.95,2.95
536742,16916,14:00.0,22379,RECYCLING BAG RETROSPOT,1,2.1,2.1
536742,16916,14:00.0,22465,HANGING METAL STAR LANTERN,12,1.65,19.8
536742,16916,14:00.0,22470,HEART OF WICKER LARGE,1,2.95,2.95
536742,16916,14:00.0,22557,PLASTERS IN TIN VINTAGE PAISLEY,1,1.65,1.65
536742,16916,14:00.0,22558,CLOTHES PEGS RETROSPOT PACK 24,2,1.49,2.98
536742,16916,14:00.0,22941,CHRISTMAS LIGHTS 10 REINDEER,1,8.5,8.5
536742,16916,14:00.0,22972,CHILDREN'S SPACEBOY MUG,3,1.65,4.95
536742,16916,14:00.0,22973,CHILDREN'S CIRCUS PARADE MUG,1,1.65,1.65
536742,16916,14:00.0,84519,CARROT CHARLIE+LOLA COASTER SET,2,2.95,5.9
536743,17964,32:00.0,21731,RED TOADSTOOL LED NIGHT LIGHT,3,1.65,4.95
536743,17964,32:00.0,21830,ASSORTED CREEPY CRAWLIES,48,0.42,20.16
536743,17964,32:00.0,21889,WOODEN BOX OF DOMINOES,1,1.25,1.25
536743,17964,32:00.0,22785,SQUARECUSHION COVER PINK UNION FLAG,2,6.75,13.5
536745,17235,38:00.0,20749,ASSORTED COLOUR MINI CASES,8,7.95,63.6
536745,17235,38:00.0,22736,RIBBON REEL MAKING SNOWMEN,10,1.65,16.5
536746,16510,39:00.0,22767,TRIPLE PHOTO FRAME CORNICE,2,9.95,19.9
536746,16510,39:00.0,84946,ANTIQUE SILVER TEA GLASS ETCHED,24,1.25,30
536747,17802,44:00.0,22865,HAND WARMER OWL DESIGN,8,2.1,16.8
536748,15107,45:00.0,22191,IVORY DINER WALL CLOCK,6,8.5,51
536749,17976,49:00.0,21416,CLAM SHELL LARGE,1,3.75,3.75
536749,17976,49:00.0,22190,LOCAL CAFE MUG,1,2.1,2.1
536749,17976,49:00.0,22343,PARTY PIZZA DISH RED RETROSPOT,6,0.85,5.1
536749,17976,49:00.0,22900,SET 2 TEA TOWELS I LOVE LONDON,1,2.95,2.95
536749,17976,49:00.0,90081,LILY BROOCH AMETHYST COLOUR,1,4.95,4.95
536749,17976,49:00.0,90195,PURPLE GEMSTONE BRACELET,1,8.95,8.95
536750,17850,04:00.0,37370,RETRO COFFEE MUGS ASSORTED,6,1.06,6.36
536750,17850,04:00.0,82483,WOOD 2 DRAWER CABINET WHITE FINISH,4,4.95,19.8
536750,17850,04:00.0,84029,RED WOOLLY HOTTIE WHITE HEART.,6,3.39,20.34
536752,17850,06:00.0,21068,VINTAGE BILLBOARD LOVE/HATE MUG,6,1.06,6.36
536752,17850,06:00.0,37370,RETRO COFFEE MUGS ASSORTED,6,1.06,6.36
536753,17850,07:00.0,22633,HAND WARMER UNION JACK,6,1.85,11.1
536754,14449,09:00.0,20755,BLUE PAISLEY POCKET BOOK,1,0.85,0.85
536754,14449,09:00.0,21899,"KEY FOB , GARAGE DESIGN",4,0.65,2.6
536754,14449,09:00.0,21949,SET OF 6 STRAWBERRY CHOPSTICKS,1,1.25,1.25
536754,14449,09:00.0,22418,10 COLOUR SPACEBOY PEN,12,0.85,10.2
536754,14449,09:00.0,22988,SOLDIERS EGG CUP,2,1.25,2.5
536755,NULL,14:00.0,22629,SPACEBOY LUNCH BOX,1,1.95,1.95
536755,NULL,14:00.0,22867,HAND WARMER BIRD DESIGN,1,2.1,2.1
536756,NULL,23:00.0,22086,PAPER CHAIN KIT 50'S CHRISTMAS,1,2.95,2.95
536756,NULL,23:00.0,22897,OVEN MITT APPLES DESIGN,1,1.45,1.45
536756,NULL,23:00.0,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,1,4.95,4.95
536756,NULL,23:00.0,48173,DOORMAT BLACK FLOCK,1,7.95,7.95
536759,16781,26:00.0,82494,WOODEN FRAME ANTIQUE WHITE,6,2.95,17.7
536761,13491,30:00.0,21232,STRAWBERRY CERAMIC TRINKET BOX,12,1.25,15
536762,16186,40:00.0,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,1.25,15
536762,16186,40:00.0,22174,PHOTO CUBE,12,1.65,19.8
536763,17685,42:00.0,20973,12 PENCIL SMALL TUBE WOODLAND,48,0.65,31.2
536763,17685,42:00.0,22813,PACK 3 BOXES BIRD PANNETONE,12,1.95,23.4
536769,17581,47:00.0,20727,LUNCH BAG  BLACK SKULL.,10,1.65,16.5
536769,17581,47:00.0,21210,SET OF 72 RETROSPOT PAPER  DOILIES,24,1.45,34.8
536769,17581,47:00.0,22083,PAPER CHAIN KIT RETROSPOT,12,2.95,35.4
536769,17581,47:00.0,22726,ALARM CLOCK BAKELIKE GREEN,8,3.75,30
536769,17581,47:00.0,79321,CHILLI LIGHTS,4,4.95,19.8
536769,17581,47:00.0,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,18,2.55,45.9
536777,15732,00:00.0,20975,12 PENCILS SMALL TUBE RED RETROSPOT,24,0.65,15.6
536778,13138,03:00.0,22147,FELTCRAFT BUTTERFLY HEARTS,12,1.45,17.4
536778,13138,03:00.0,22585,PACK OF 6 BIRDY GIFT TAGS,12,1.25,15
536779,15823,08:00.0,BANK ,Bank Charges,1,15,15
536782,17567,18:00.0,21527,RED RETROSPOT TRADITIONAL TEAPOT,2,7.95,15.9
536782,17567,18:00.0,22197,SMALL POPCORN HOLDER,12,0.85,10.2
536782,17567,18:00.0,22696,WICKER WREATH LARGE,6,1.95,11.7
536782,17567,18:00.0,22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,12,1.25,15
536782,17567,18:00.0,22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,12,1.25,15
536783,15061,19:00.0,21212,PACK OF 72 RETROSPOT CAKE CASES,120,0.42,50.4
536783,15061,19:00.0,22452,MEASURING TAPE BABUSHKA PINK,48,2.55,122.4
536783,15061,19:00.0,35001,HAND OPEN SHAPE GOLD,42,3.39,142.38
536784,15061,20:00.0,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,24,1.25,30
536784,15061,20:00.0,84952,BLACK LOVE BIRD T-LIGHT HOLDER,12,1.25,15
536784,15061,20:00.0,85116,BLACK CANDELABRA T-LIGHT HOLDER,24,1.25,30
536787,17850,24:00.0,21871,SAVE THE PLANET MUG,6,1.06,6.36
536787,17850,24:00.0,71053,WHITE METAL LANTERN,6,3.39,20.34
536790,17850,26:00.0,21730,GLASS STAR FROSTED T-LIGHT HOLDER,12,4.25,51
536790,17850,26:00.0,22752,SET 7 BABUSHKA NESTING BOXES,4,7.65,30.6
536793,16203,39:00.0,22725,ALARM CLOCK BAKELIKE CHOCOLATE,4,3.75,15
536793,16203,39:00.0,22726,ALARM CLOCK BAKELIKE GREEN,4,3.75,15
536793,16203,39:00.0,22960,JAM MAKING SET WITH JARS,6,4.25,25.5
536794,13767,40:00.0,22726,ALARM CLOCK BAKELIKE GREEN,12,3.75,45
536796,15574,46:00.0,20751,FUNKY WASHING UP GLOVES ASSORTED,1,2.1,2.1
536796,15574,46:00.0,21398,RED POLKADOT COFFEE  MUG,2,2.1,4.2
536796,15574,46:00.0,21581,SKULLS  DESIGN  COTTON TOTE BAG,1,2.25,2.25
536796,15574,46:00.0,21982,PACK OF 12 SUKI TISSUES,1,0.29,0.29
536796,15574,46:00.0,22087,PAPER BUNTING WHITE LACE,2,2.95,5.9
536796,15574,46:00.0,22350,ILLUSTRATED CAT BOWL,1,2.55,2.55
536796,15574,46:00.0,22376,AIRLINE BAG VINTAGE JET SET WHITE,1,4.25,4.25
536796,15574,46:00.0,22585,PACK OF 6 BIRDY GIFT TAGS,1,1.25,1.25
536796,15574,46:00.0,22623,BOX OF VINTAGE JIGSAW BLOCKS,1,4.95,4.95
536796,15574,46:00.0,22659,LUNCH BOX I LOVE LONDON,1,1.95,1.95
536796,15574,46:00.0,22906,12 MESSAGE CARDS WITH ENVELOPES,1,1.65,1.65
536796,15574,46:00.0,22976,CIRCUS PARADE CHILDRENS EGG CUP,1,1.25,1.25
536796,15574,46:00.0,22988,SOLDIERS EGG CUP,1,1.25,1.25
536796,15574,46:00.0,84879,ASSORTED COLOUR BIRD ORNAMENT,1,1.69,1.69
536798,17838,55:00.0,22413,METAL SIGN TAKE IT OR LEAVE IT,12,2.95,35.4
536799,17228,00:00.0,22745,POPPY'S PLAYHOUSE BEDROOM,2,2.1,4.2
536799,17228,00:00.0,70006,LOVE HEART POCKET WARMER,5,1.65,8.25
536799,17228,00:00.0,85099,JUMBO BAG RED RETROSPOT,3,1.95,5.85
536800,14829,12:00.0,22028,PENNY FARTHING BIRTHDAY CARD,12,0.42,5.04
536800,14829,12:00.0,22379,RECYCLING BAG RETROSPOT,5,2.1,10.5
536800,14829,12:00.0,22726,ALARM CLOCK BAKELIKE GREEN,4,3.75,15
536800,14829,12:00.0,22727,ALARM CLOCK BAKELIKE RED,4,3.75,15
536800,14829,12:00.0,22730,ALARM CLOCK BAKELIKE IVORY,4,3.75,15
536800,14829,12:00.0,22960,JAM MAKING SET WITH JARS,6,4.25,25.5
536801,NULL,12:00.0,21484,CHICK GREY HOT WATER BOTTLE,4,3.45,13.8
536804,14031,34:00.0,22328,ROUND SNACK BOXES SET OF 4 FRUITS,6,2.95,17.7
536804,14031,34:00.0,22778,GLASS CLOCHE SMALL,24,3.39,81.36
536804,14031,34:00.0,48138,DOORMAT UNION FLAG,10,6.75,67.5
536804,14031,34:00.0,84029,KNITTED UNION FLAG HOT WATER BOTTLE,48,3.39,162.72
536805,14775,38:00.0,15036,ASSORTED COLOURS SILK FAN,12,0.75,9
536805,14775,38:00.0,22408,MONEY BOX CONFECTIONERY DESIGN,12,1.25,15
536805,14775,38:00.0,22567,20 DOLLY PEGS RETROSPOT,12,1.25,15
536808,17659,46:00.0,22634,CHILDS BREAKFAST SET SPACEBOY,2,9.95,19.9
536808,17659,46:00.0,84029,RED WOOLLY HOTTIE WHITE HEART.,4,3.75,15
536809,15299,48:00.0,84950,ASSORTED COLOUR T-LIGHT HOLDER,1824,0.55,1003.2
536812,16546,58:00.0,22130,PARTY CONE CHRISTMAS DECORATION,144,0.72,103.68
536812,16546,58:00.0,22574,HEART WOODEN CHRISTMAS DECORATION,192,0.72,138.24
536813,15646,59:00.0,22042,CHRISTMAS CARD SINGING ANGEL,12,0.42,5.04
536814,13958,03:00.0,21527,RED RETROSPOT TRADITIONAL TEAPOT,2,7.95,15.9
536818,16995,09:00.0,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,1,1.25,1.25
536819,13402,12:00.0,21506,"FANCY FONT BIRTHDAY CARD, ",12,0.42,5.04
536819,13402,12:00.0,22429,ENAMEL MEASURING JUG CREAM,4,4.25,17
536821,17757,17:00.0,21034,REX CASH+CARRY JUMBO SHOPPER,2,0.95,1.9
536821,17757,17:00.0,21080,SET/20 RED RETROSPOT PAPER NAPKINS,3,0.85,2.55
536821,17757,17:00.0,22425,ENAMEL COLANDER CREAM,2,4.95,9.9
536824,13798,24:00.0,85123,WHITE HANGING HEART T-LIGHT HOLDER,160,2.55,408
536829,13295,36:00.0,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,1,3.25,3.25
536830,16754,38:00.0,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,2880,0.18,518.4
536831,16029,40:00.0,22207,FRYING PAN UNION FLAG,48,3.75,180
536832,16634,41:00.0,22863,SOAP DISH BROCANTE,6,2.95,17.7
536833,18239,48:00.0,22144,CHRISTMAS CRAFT LITTLE FRIENDS,6,2.1,12.6
536833,18239,48:00.0,22595,CHRISTMAS GINGHAM HEART,12,0.85,10.2
536833,18239,48:00.0,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,6,2.95,17.7
536836,18168,08:00.0,21041,RED RETROSPOT OVEN GLOVE DOUBLE,1,2.95,2.95
536836,18168,08:00.0,21231,SWEETHEART CERAMIC TRINKET BOX,20,1.25,25
536836,18168,08:00.0,22061,LARGE CAKE STAND  HANGING STRAWBERY,2,9.95,19.9
536836,18168,08:00.0,22198,LARGE POPCORN HOLDER,2,1.65,3.3
536837,14395,15:00.0,22632,HAND WARMER RED RETROSPOT,4,2.1,8.4
536838,14865,23:00.0,15036,ASSORTED COLOURS SILK FAN,24,0.75,18
536838,14865,23:00.0,40016,CHINESE DRAGON PAPER LANTERNS,24,0.42,10.08
536839,15093,25:00.0,21507,"ELEPHANT, BIRTHDAY CARD, ",36,0.42,15.12
536839,15093,25:00.0,21508,VINTAGE KID DOLLY CARD,12,0.42,5.04
536839,15093,25:00.0,21524,DOORMAT SPOTTY HOME SWEET HOME,10,6.75,67.5
536839,15093,25:00.0,22029,SPACEBOY BIRTHDAY CARD,36,0.42,15.12
536841,16150,27:00.0,22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,12,1.25,15
536841,16150,27:00.0,22969,HOMEMADE JAM SCENTED CANDLES,12,1.45,17.4
536841,16150,27:00.0,85064,CREAM SWEETHEART LETTER RACK,2,5.45,10.9
536842,17552,45:00.0,22584,PACK OF 6 PANNETONE GIFT BOXES,6,2.55,15.3
536845,17961,18:00.0,20979,36 PENCILS TUBE RED RETROSPOT,4,1.25,5
536845,17961,18:00.0,21528,DAIRY MAID TRADITIONAL TEAPOT,1,6.95,6.95
536845,17961,18:00.0,85014,BLACK/BLUE POLKADOT UMBRELLA,1,5.95,5.95
536846,14573,59:00.0,21034,REX CASH+CARRY JUMBO SHOPPER,1,0.95,0.95
536846,14573,59:00.0,21156,RETROSPOT CHILDRENS APRON,2,1.95,3.9
536846,14573,59:00.0,21671,RED SPOT CERAMIC DRAWER KNOB,4,1.25,5
536846,14573,59:00.0,22142,CHRISTMAS CRAFT WHITE FAIRY,1,1.45,1.45
536846,14573,59:00.0,22272,FELTCRAFT DOLL MARIA,1,2.95,2.95
536846,14573,59:00.0,22468,BABUSHKA LIGHTS STRING OF 10,1,6.75,6.75
536846,14573,59:00.0,22607,WOODEN ROUNDERS GARDEN SET,1,9.95,9.95
536846,14573,59:00.0,22766,PHOTO FRAME CORNICE,2,2.95,5.9
536847,17135,31:00.0,21232,STRAWBERRY CERAMIC TRINKET BOX,24,1.25,30
536849,17396,45:00.0,22727,ALARM CLOCK BAKELIKE RED,48,3.75,180
536850,14213,47:00.0,22689,DOORMAT MERRY CHRISTMAS RED,50,6.75,337.5
536851,12967,49:00.0,22276,WASH BAG VINTAGE ROSE PAISLEY,36,2.55,91.8
536856,13370,26:00.0,21791,VINTAGE HEADS AND TAILS CARD GAME,12,1.25,15
536856,13370,26:00.0,21993,FLORAL FOLK STATIONERY SET,6,2.95,17.7
536856,13370,26:00.0,22620,4 TRADITIONAL SPINNING TOPS,12,1.25,15
536856,13370,26:00.0,22621,TRADITIONAL KNITTING NANCY,12,1.45,17.4
536856,13370,26:00.0,22798,ANTIQUE GLASS DRESSING TABLE POT,8,2.95,23.6
536857,16883,33:00.0,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,4.95,14.85
536857,16883,33:00.0,22558,CLOTHES PEGS RETROSPOT PACK 24,2,1.49,2.98
536859,12841,43:00.0,79321,CHILLI LIGHTS,3,4.95,14.85
536859,12841,43:00.0,85123,WHITE HANGING HEART T-LIGHT HOLDER,2,2.95,5.9
536861,12427,44:00.0,POST,POSTAGE,3,18,54
536862,NULL,13:00.0,20941,FROG CANDLE,1,2.51,2.51
536862,NULL,13:00.0,21156,RETROSPOT CHILDRENS APRON,6,4.21,25.26
536862,NULL,13:00.0,21874,GIN AND TONIC MUG,1,3.36,3.36
536862,NULL,13:00.0,22109,FULL ENGLISH BREAKFAST PLATE,1,7.62,7.62
536862,NULL,13:00.0,22188,BLACK HEART CARD HOLDER,1,8.47,8.47
536862,NULL,13:00.0,22467,GUMBALL COAT RACK,1,5.06,5.06
536862,NULL,13:00.0,DOT,DOTCOM POSTAGE,1,254.43,254.43
